person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,Type
32,64000,RENT,4.0,HOMEIMPROVEMENT,B,10000,11.14,0.16,N,10,1,1
24,64000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,7.51,0.19,N,2,1,1
25,35000,OWN,9.0,VENTURE,A,7600,6.03,0.21,N,3,0,1
29,75000,RENT,2.0,DEBTCONSOLIDATION,B,14400,10.74,0.19,N,7,0,1
25,65000,OWN,1.0,MEDICAL,A,3600,7.49,0.06,N,3,0,1
22,85000,RENT,5.0,DEBTCONSOLIDATION,C,10000,13.49,0.12,Y,4,0,1
25,65000,RENT,5.0,DEBTCONSOLIDATION,A,7000,7.49,0.11,N,4,0,1
30,78792,MORTGAGE,4.0,EDUCATION,A,5500,6.62,0.07,N,8,0,1
31,24000,OWN,0.0,VENTURE,B,2000,11.36,0.08,N,10,0,1
24,85000,OWN,1.0,MEDICAL,B,25000,9.91,0.29,N,2,0,1
22,97000,MORTGAGE,0.0,EDUCATION,C,21000,14.26,0.22,N,4,0,1
28,45000,RENT,6.0,MEDICAL,A,10000,7.51,0.22,N,8,0,1
26,26400,RENT,1.0,DEBTCONSOLIDATION,B,4000,9.99,0.15,N,4,0,1
35,40000,RENT,4.0,DEBTCONSOLIDATION,C,9000,13.49,0.23,N,7,0,1
26,85000,RENT,4.0,EDUCATION,A,7000,6.03,0.08,N,3,0,1
40,44000,RENT,2.0,HOMEIMPROVEMENT,B,3000,11.49,0.07,N,14,1,1
23,30000,RENT,0.0,EDUCATION,A,2000,7.9,0.07,N,4,0,1
22,46800,MORTGAGE,1.0,DEBTCONSOLIDATION,B,14000,10.37,0.3,N,4,0,1
27,60000,RENT,3.0,HOMEIMPROVEMENT,C,10000,13.98,0.17,Y,9,0,1
25,60000,RENT,2.0,HOMEIMPROVEMENT,C,6000,12.53,0.1,N,4,0,1
26,56400,MORTGAGE,10.0,HOMEIMPROVEMENT,A,7500,8.0,0.13,N,3,0,1
29,28000,RENT,9.0,MEDICAL,A,7000,6.99,0.25,N,7,0,1
25,50000,MORTGAGE,5.0,PERSONAL,A,12000,7.88,0.24,N,4,0,1
27,38000,RENT,1.0,MEDICAL,C,8000,12.73,0.21,N,8,0,1
39,397800,RENT,5.0,PERSONAL,B,14000,11.48,0.03,N,9,1,1
23,80000,MORTGAGE,5.0,MEDICAL,B,10000,10.95,0.13,N,4,0,1
28,43000,MORTGAGE,6.0,EDUCATION,C,3100,14.35,0.07,N,10,0,1
28,65000,RENT,5.0,PERSONAL,D,30000,17.49,0.45,Y,10,1,1
22,24000,MORTGAGE,3.0,EDUCATION,A,2000,5.42,0.08,N,3,0,1
24,102540,MORTGAGE,8.0,PERSONAL,B,2000,8.88,0.02,N,4,0,1
28,140000,MORTGAGE,12.0,PERSONAL,A,7400,6.03,0.05,N,7,0,1
25,36000,OWN,9.0,VENTURE,D,10000,14.59,0.28,N,3,0,1
25,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,25000,16.49,0.36,Y,4,1,1
22,41000,RENT,6.0,VENTURE,A,6000,7.9,0.15,N,4,0,1
28,65000,MORTGAGE,7.0,PERSONAL,A,12000,7.51,0.18,N,10,0,1
24,29000,RENT,3.0,EDUCATION,B,7750,11.48,0.27,N,2,1,1
37,74784,RENT,8.0,HOMEIMPROVEMENT,E,15000,14.5,0.2,N,14,1,1
33,50000,MORTGAGE,3.0,PERSONAL,A,6500,7.74,0.13,N,7,0,1
36,40000,MORTGAGE,2.0,VENTURE,C,6000,14.27,0.15,Y,12,0,1
24,45500,RENT,8.0,EDUCATION,B,2000,12.42,0.04,N,2,0,1
26,110000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6000,7.49,0.05,N,4,0,1
22,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6500,6.99,0.09,N,2,0,1
29,38400,RENT,4.0,PERSONAL,C,4500,14.65,0.12,N,10,0,1
21,40000,RENT,5.0,MEDICAL,A,8000,8.9,0.2,N,4,0,1
31,50000,MORTGAGE,0.0,VENTURE,A,12000,9.32,0.24,N,10,0,1
28,60000,OWN,4.0,VENTURE,C,10000,14.27,0.17,N,8,0,1
21,28800,RENT,5.0,PERSONAL,A,5000,7.49,0.17,N,3,0,1
25,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,2000,10.65,0.03,N,4,0,1
23,48000,OWN,7.0,VENTURE,A,6500,7.51,0.14,N,3,0,1
32,50000,RENT,4.0,EDUCATION,C,5000,13.35,0.1,Y,9,0,1
24,60000,RENT,4.0,MEDICAL,A,7000,5.79,0.12,N,2,0,1
27,30000,RENT,0.0,EDUCATION,E,5600,17.19,0.19,N,9,1,1
23,32000,MORTGAGE,3.0,VENTURE,A,2500,5.42,0.07,N,4,0,1
31,48000,RENT,5.0,EDUCATION,D,20000,17.49,0.43,N,10,1,1
22,63900,RENT,6.0,EDUCATION,E,6000,16.45,0.1,N,3,1,1
21,40000,RENT,0.0,PERSONAL,B,5000,10.59,0.13,N,4,0,1
22,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7000,6.03,0.13,N,2,0,1
27,156000,MORTGAGE,9.0,MEDICAL,C,35000,14.27,0.22,N,8,0,1
35,58650,RENT,5.0,MEDICAL,D,16500,16.29,0.22,N,8,1,1
36,58000,MORTGAGE,2.0,MEDICAL,C,15000,13.85,0.26,N,14,0,1
24,44004,RENT,6.0,VENTURE,E,7500,16.0,0.17,N,4,1,1
21,30000,RENT,3.0,PERSONAL,B,4000,10.99,0.13,N,3,0,1
32,75000,MORTGAGE,16.0,PERSONAL,A,10000,7.88,0.13,N,9,0,1
25,65000,RENT,1.0,VENTURE,A,4500,8.49,0.07,N,2,0,1
33,138000,MORTGAGE,7.0,PERSONAL,C,21600,12.22,0.15,Y,6,0,1
22,60000,RENT,3.0,EDUCATION,C,7000,12.73,0.12,Y,2,1,1
29,99400,MORTGAGE,3.0,MEDICAL,A,5000,6.92,0.05,N,5,0,1
32,42000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500,10.39,0.18,N,7,0,1
25,58650,RENT,0.0,MEDICAL,E,25000,17.74,0.36,N,2,1,1
24,71004,MORTGAGE,8.0,PERSONAL,E,20000,16.95,0.28,Y,4,1,1
32,26400,RENT,4.0,EDUCATION,C,8000,12.87,0.3,Y,5,0,1
25,26000,RENT,0.0,HOMEIMPROVEMENT,B,9000,11.71,0.35,N,4,1,1
23,55000,MORTGAGE,2.0,EDUCATION,A,3000,6.03,0.05,N,4,0,1
24,100000,MORTGAGE,5.0,EDUCATION,A,5000,7.88,0.05,N,3,0,1
41,29000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,11000,8.49,0.38,N,13,1,1
30,50000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,2000,7.4,0.04,N,5,0,1
26,85000,MORTGAGE,12.0,MEDICAL,A,7100,7.14,0.08,N,2,0,1
37,45000,RENT,0.0,DEBTCONSOLIDATION,B,12000,10.99,0.27,N,17,0,1
30,60000,MORTGAGE,3.0,EDUCATION,D,3000,14.59,0.05,N,5,0,1
30,90000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6000,9.91,0.07,N,9,0,1
29,56000,RENT,13.0,VENTURE,A,12000,8.9,0.22,N,8,0,1
26,46800,MORTGAGE,10.0,HOMEIMPROVEMENT,A,2800,7.51,0.06,N,3,0,1
28,62000,RENT,7.0,DEBTCONSOLIDATION,B,7200,9.91,0.12,N,10,0,1
22,200000,MORTGAGE,6.0,VENTURE,B,6000,11.48,0.03,N,2,0,1
23,149385,MORTGAGE,6.0,EDUCATION,A,7000,8.94,0.05,N,4,0,1
32,156600,MORTGAGE,8.0,PERSONAL,C,3500,13.06,0.02,Y,6,0,1
21,40000,RENT,5.0,VENTURE,A,14000,6.91,0.35,N,4,1,1
24,48000,RENT,8.0,EDUCATION,A,12000,7.29,0.25,N,2,0,1
29,104000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,13800,14.79,0.13,Y,5,0,1
23,37500,RENT,3.0,EDUCATION,A,1375,6.91,0.04,N,4,0,1
28,98056,MORTGAGE,0.0,VENTURE,D,6000,14.96,0.06,Y,6,0,1
34,40800,MORTGAGE,0.0,HOMEIMPROVEMENT,D,10400,15.7,0.25,N,7,0,1
24,36000,OWN,4.0,VENTURE,B,12000,9.76,0.33,N,4,0,1
43,55000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,4500,6.54,0.08,N,17,0,1
26,60000,MORTGAGE,0.0,VENTURE,B,5000,11.86,0.08,N,3,0,1
23,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9600,7.51,0.12,N,3,0,1
35,62500,RENT,2.0,VENTURE,C,3000,13.92,0.05,Y,7,0,1
21,100000,MORTGAGE,2.0,MEDICAL,A,5000,5.42,0.05,N,4,0,1
28,70000,RENT,0.0,PERSONAL,B,4000,11.36,0.06,N,6,0,1
24,40000,RENT,7.0,VENTURE,A,1500,7.51,0.04,N,4,0,1
24,74000,RENT,1.0,HOMEIMPROVEMENT,D,10000,15.05,0.14,Y,4,1,1
30,60000,MORTGAGE,6.0,EDUCATION,C,5000,12.99,0.08,Y,9,0,1
22,28500,RENT,0.0,MEDICAL,B,1000,12.53,0.03,N,4,0,1
32,55000,RENT,5.0,EDUCATION,A,3600,7.29,0.07,N,10,0,1
24,41000,MORTGAGE,6.0,VENTURE,A,7000,7.51,0.17,N,3,0,1
22,60000,MORTGAGE,6.0,EDUCATION,A,10800,6.03,0.18,N,3,0,1
26,59000,RENT,7.0,VENTURE,A,9600,8.94,0.16,N,2,0,1
28,71000,MORTGAGE,12.0,PERSONAL,C,3200,13.35,0.05,N,6,0,1
26,50000,MORTGAGE,10.0,VENTURE,A,6000,7.14,0.12,N,3,0,1
22,54000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4400,6.62,0.08,N,3,0,1
28,65000,RENT,3.0,VENTURE,A,20000,7.9,0.31,N,5,1,1
35,63996,MORTGAGE,6.0,MEDICAL,A,4000,5.42,0.06,N,8,0,1
27,90000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,7500,7.29,0.08,N,9,0,1
24,62400,RENT,3.0,PERSONAL,A,12000,6.62,0.19,N,2,0,1
29,125000,RENT,5.0,MEDICAL,A,16800,6.91,0.14,N,10,0,1
29,54000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,13500,7.49,0.25,N,8,0,1
22,25000,RENT,6.0,MEDICAL,D,8000,15.65,0.32,Y,2,1,1
24,55000,RENT,4.0,PERSONAL,B,17000,10.99,0.31,N,2,1,1
22,80000,MORTGAGE,6.0,EDUCATION,B,8000,11.99,0.1,N,2,0,1
35,80000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7000,7.14,0.09,N,10,0,1
36,60000,MORTGAGE,0.0,MEDICAL,C,15000,14.65,0.25,Y,13,0,1
24,65000,RENT,2.0,MEDICAL,A,6000,5.79,0.09,N,3,0,1
21,45432,MORTGAGE,5.0,EDUCATION,A,4600,8.94,0.1,N,2,0,1
23,36000,RENT,1.0,EDUCATION,B,8000,12.69,0.22,N,4,0,1
24,40000,RENT,6.0,EDUCATION,B,5000,9.91,0.13,N,2,0,1
35,132000,MORTGAGE,13.0,EDUCATION,B,12000,10.99,0.09,N,6,0,1
24,72000,RENT,0.0,PERSONAL,B,18000,10.99,0.25,N,3,0,1
22,24000,RENT,5.0,PERSONAL,B,10000,10.99,0.42,N,4,1,1
29,50000,RENT,13.0,HOMEIMPROVEMENT,A,12000,7.51,0.24,N,5,0,1
22,30000,RENT,2.0,DEBTCONSOLIDATION,A,3000,8.94,0.1,N,3,0,1
21,24000,RENT,5.0,MEDICAL,C,1500,13.92,0.06,Y,4,0,1
26,45000,RENT,0.0,DEBTCONSOLIDATION,A,7800,9.63,0.17,N,4,0,1
24,57500,RENT,2.0,EDUCATION,B,2525,10.59,0.04,N,4,0,1
34,62000,RENT,0.0,DEBTCONSOLIDATION,B,15000,11.71,0.24,N,6,0,1
22,98000,OWN,2.0,PERSONAL,A,15000,7.88,0.15,N,3,0,1
21,66000,RENT,3.0,DEBTCONSOLIDATION,B,8400,11.71,0.13,N,3,0,1
25,70000,MORTGAGE,9.0,PERSONAL,B,8000,11.49,0.11,N,2,0,1
38,170000,RENT,4.0,PERSONAL,C,4000,14.26,0.02,N,12,0,1
25,54000,RENT,1.0,HOMEIMPROVEMENT,E,16000,16.35,0.3,Y,3,1,1
43,50000,RENT,0.0,HOMEIMPROVEMENT,B,7500,11.49,0.15,N,14,0,1
35,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,7.51,0.22,N,6,0,1
29,140000,MORTGAGE,9.0,EDUCATION,A,12000,7.88,0.09,N,8,0,1
29,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,7.9,0.11,N,9,0,1
25,60000,RENT,4.0,PERSONAL,A,7000,7.49,0.12,N,3,0,1
23,73500,RENT,7.0,MEDICAL,C,15000,13.16,0.2,Y,2,0,1
24,55000,MORTGAGE,5.0,EDUCATION,A,8000,7.49,0.15,N,2,0,1
39,74000,RENT,7.0,VENTURE,D,25000,15.31,0.34,Y,15,1,1
22,54000,MORTGAGE,6.0,PERSONAL,B,2000,11.49,0.04,N,2,1,1
62,78000,MORTGAGE,27.0,PERSONAL,B,3000,9.91,0.04,N,19,0,1
49,70000,MORTGAGE,1.0,VENTURE,B,8000,12.21,0.11,N,12,0,1
29,100000,MORTGAGE,13.0,PERSONAL,A,10000,6.99,0.1,N,7,0,1
24,42000,RENT,1.0,DEBTCONSOLIDATION,B,8500,12.53,0.2,N,2,0,1
22,42500,RENT,1.0,EDUCATION,C,15000,13.16,0.35,Y,2,1,1
24,45000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,7.88,0.18,N,4,0,1
27,130000,MORTGAGE,11.0,MEDICAL,C,25000,13.61,0.19,Y,8,0,1
23,85000,RENT,0.0,PERSONAL,B,5000,10.38,0.06,N,4,0,1
27,38000,RENT,3.0,MEDICAL,B,5000,11.71,0.14,N,10,0,1
27,130000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8000,7.49,0.06,N,8,0,1
51,36000,MORTGAGE,3.0,PERSONAL,B,3000,10.37,0.08,N,23,0,1
34,60000,RENT,6.0,PERSONAL,C,5000,14.26,0.08,Y,10,0,1
22,40000,RENT,2.0,EDUCATION,A,10000,7.88,0.25,N,4,0,1
33,30000,RENT,2.0,EDUCATION,E,10000,19.42,0.33,N,9,1,1
29,75000,MORTGAGE,5.0,PERSONAL,C,7500,12.61,0.1,Y,9,1,1
27,50000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,8000,10.37,0.16,N,8,0,1
37,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,5.42,0.13,N,15,0,1
54,100000,RENT,12.0,EDUCATION,C,11000,14.65,0.11,Y,26,0,1
24,63000,OWN,8.0,HOMEIMPROVEMENT,A,13475,7.49,0.24,N,3,0,1
22,35000,MORTGAGE,5.0,EDUCATION,A,4000,7.9,0.11,N,3,0,1
27,40000,RENT,3.0,VENTURE,B,1000,10.99,0.03,N,10,0,1
29,65000,MORTGAGE,3.0,PERSONAL,B,15000,10.99,0.23,N,6,0,1
26,95000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,20000,10.25,0.21,N,4,0,1
26,40000,RENT,3.0,MEDICAL,A,12000,7.14,0.3,N,4,0,1
25,50000,OWN,5.0,VENTURE,B,4000,10.0,0.08,N,4,0,1
25,120000,MORTGAGE,9.0,MEDICAL,D,35000,15.62,0.27,Y,3,0,1
23,80400,RENT,4.0,PERSONAL,A,12500,7.51,0.16,N,3,0,1
25,25000,RENT,1.0,PERSONAL,C,3000,13.49,0.12,N,2,0,1
21,28800,RENT,5.0,EDUCATION,B,4900,9.99,0.17,N,3,0,1
30,147750,RENT,0.0,HOMEIMPROVEMENT,B,13800,9.99,0.09,N,6,0,1
25,84000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,12000,8.32,0.14,N,4,0,1
31,66500,MORTGAGE,1.0,EDUCATION,B,9200,10.95,0.14,N,8,0,1
28,60000,MORTGAGE,5.0,EDUCATION,B,6000,11.36,0.1,N,7,0,1
49,95000,OWN,16.0,PERSONAL,B,12000,10.99,0.13,N,15,0,1
29,200000,MORTGAGE,2.0,MEDICAL,A,24000,7.51,0.11,N,5,0,1
29,75000,RENT,1.0,VENTURE,B,10000,10.99,0.13,N,6,0,1
24,75000,OWN,8.0,VENTURE,B,25000,12.18,0.33,N,3,0,1
23,48000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5000,10.99,0.1,N,4,0,1
44,110000,MORTGAGE,14.0,MEDICAL,C,15000,13.85,0.14,N,15,0,1
25,55000,MORTGAGE,0.0,VENTURE,A,4800,5.42,0.09,N,3,0,1
32,38400,MORTGAGE,5.0,EDUCATION,D,2400,16.29,0.06,N,10,0,1
40,63000,RENT,5.0,HOMEIMPROVEMENT,A,6000,7.74,0.09,N,17,0,1
30,50000,MORTGAGE,8.0,VENTURE,A,3000,6.62,0.06,N,6,0,1
27,62316,MORTGAGE,2.0,MEDICAL,A,9200,6.03,0.15,N,5,0,1
22,30000,RENT,6.0,VENTURE,B,10000,11.49,0.33,N,4,1,1
29,75000,RENT,4.0,DEBTCONSOLIDATION,C,6000,12.98,0.08,N,7,0,1
24,26400,RENT,0.0,HOMEIMPROVEMENT,B,5000,10.75,0.19,N,3,1,1
24,55000,MORTGAGE,3.0,VENTURE,A,10000,7.51,0.18,N,2,0,1
21,30000,RENT,5.0,EDUCATION,B,8000,10.75,0.27,N,2,0,1
22,65000,RENT,1.0,DEBTCONSOLIDATION,A,10000,5.79,0.15,N,3,0,1
24,68004,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.36,0.29,N,4,0,1
22,49232,RENT,3.0,PERSONAL,B,10000,12.42,0.2,N,4,0,1
23,36000,OWN,1.0,PERSONAL,B,3000,10.0,0.08,N,2,0,1
23,45000,MORTGAGE,7.0,VENTURE,A,5000,5.42,0.11,N,4,0,1
23,72800,RENT,2.0,EDUCATION,C,12000,13.85,0.17,N,2,0,1
26,130000,MORTGAGE,3.0,PERSONAL,B,15000,12.18,0.12,N,2,0,1
28,33000,RENT,0.0,MEDICAL,A,5000,6.91,0.15,N,8,0,1
32,24000,RENT,5.0,MEDICAL,C,3000,13.48,0.13,N,6,0,1
22,117000,RENT,4.0,DEBTCONSOLIDATION,C,9000,12.53,0.08,N,3,0,1
23,70550,RENT,3.0,MEDICAL,D,9000,15.05,0.11,N,4,1,1
30,60000,MORTGAGE,8.0,PERSONAL,A,10000,7.51,0.17,N,5,0,1
26,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,3200,11.49,0.11,N,2,0,1
22,50000,RENT,6.0,DEBTCONSOLIDATION,C,3600,13.8,0.07,N,3,0,1
23,36000,MORTGAGE,7.0,VENTURE,C,7500,14.79,0.21,Y,2,0,1
24,56000,RENT,7.0,EDUCATION,D,4800,16.49,0.09,Y,2,0,1
39,91800,OWN,11.0,MEDICAL,D,25000,14.74,0.23,Y,16,0,1
27,76597,RENT,0.0,EDUCATION,B,22000,10.75,0.29,N,7,0,1
31,75000,MORTGAGE,3.0,PERSONAL,D,35000,15.62,0.45,Y,5,0,1
36,35000,RENT,3.0,MEDICAL,B,8000,11.26,0.23,N,14,0,1
28,28800,RENT,0.0,MEDICAL,C,10000,12.73,0.35,N,8,1,1
28,68000,MORTGAGE,5.0,VENTURE,A,6000,7.51,0.09,N,5,0,1
23,45000,RENT,1.0,EDUCATION,B,15000,10.37,0.33,N,3,1,1
36,64000,RENT,1.0,DEBTCONSOLIDATION,D,15000,14.84,0.23,N,15,1,1
36,67000,RENT,8.0,PERSONAL,A,25000,7.9,0.37,N,15,1,1
24,120775,MORTGAGE,8.0,MEDICAL,A,6600,7.66,0.05,N,4,0,1
22,45000,RENT,1.0,DEBTCONSOLIDATION,A,8000,6.17,0.18,N,2,0,1
30,65000,MORTGAGE,11.0,EDUCATION,A,4000,7.9,0.06,N,7,0,1
29,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,5.99,0.14,N,6,0,1
24,50000,RENT,2.0,HOMEIMPROVEMENT,B,5000,9.99,0.1,N,4,0,1
35,85224,RENT,0.0,VENTURE,B,1500,11.83,0.02,N,6,0,1
21,34800,RENT,0.0,VENTURE,D,9600,17.27,0.28,Y,3,1,1
23,90000,MORTGAGE,7.0,EDUCATION,A,12000,7.51,0.13,N,4,0,1
22,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4775,7.49,0.09,N,4,0,1
22,50000,RENT,1.0,PERSONAL,A,10000,8.9,0.2,N,3,0,1
30,99780,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000,7.51,0.05,N,5,0,1
23,60000,RENT,0.0,EDUCATION,A,8000,8.9,0.13,N,4,0,1
23,81000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.49,0.12,N,2,0,1
27,43000,MORTGAGE,11.0,VENTURE,A,3500,7.68,0.08,N,7,0,1
38,80000,MORTGAGE,8.0,PERSONAL,A,10000,7.49,0.13,N,15,0,1
35,60000,MORTGAGE,19.0,PERSONAL,B,21000,12.42,0.35,N,9,0,1
32,60900,RENT,2.0,PERSONAL,A,3600,6.76,0.06,N,10,0,1
27,49268,RENT,11.0,PERSONAL,B,12000,11.11,0.24,N,7,0,1
33,30000,MORTGAGE,2.0,PERSONAL,B,10000,11.14,0.33,N,9,0,1
36,32004,RENT,2.0,MEDICAL,A,1500,8.32,0.05,N,15,0,1
24,85000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,7.14,0.09,N,3,0,1
25,60000,MORTGAGE,2.0,VENTURE,A,1500,7.49,0.02,N,4,0,1
23,29120,RENT,0.0,MEDICAL,A,7500,8.94,0.26,N,3,0,1
33,70000,RENT,3.0,DEBTCONSOLIDATION,B,20000,11.83,0.29,N,6,0,1
30,70000,MORTGAGE,14.0,EDUCATION,E,6000,18.39,0.09,N,7,0,1
41,24000,RENT,0.0,DEBTCONSOLIDATION,B,4500,11.49,0.19,N,14,0,1
23,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,6.91,0.1,N,4,0,1
30,50343,OWN,11.0,PERSONAL,A,6000,5.79,0.12,N,5,0,1
23,120000,MORTGAGE,7.0,MEDICAL,A,6000,8.9,0.05,N,2,0,1
26,75000,MORTGAGE,10.0,VENTURE,A,3000,7.49,0.04,N,2,0,1
22,30000,RENT,2.0,HOMEIMPROVEMENT,D,5000,16.02,0.17,Y,2,1,1
22,99600,MORTGAGE,6.0,PERSONAL,A,5000,7.14,0.05,N,4,0,1
28,42000,RENT,11.0,MEDICAL,B,1200,11.11,0.03,N,10,0,1
27,55000,RENT,9.0,HOMEIMPROVEMENT,C,5000,14.79,0.09,Y,8,0,1
23,27000,RENT,2.0,PERSONAL,B,6000,10.75,0.22,N,3,0,1
23,72000,MORTGAGE,7.0,EDUCATION,A,6000,6.99,0.08,N,4,0,1
39,48000,MORTGAGE,9.0,PERSONAL,A,7000,8.9,0.15,N,11,0,1
28,213000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,2400,10.65,0.11,N,6,0,1
23,70000,RENT,1.0,EDUCATION,B,5000,8.88,0.07,N,2,0,1
45,30000,RENT,5.0,MEDICAL,D,8000,14.42,0.27,N,15,1,1
29,40000,MORTGAGE,2.0,VENTURE,A,10000,9.32,0.25,N,9,0,1
23,40000,RENT,0.0,EDUCATION,B,2800,10.37,0.07,N,2,0,1
37,50000,OWN,2.0,HOMEIMPROVEMENT,B,11000,11.48,0.22,N,11,0,1
22,75000,MORTGAGE,4.0,MEDICAL,A,10000,7.49,0.13,N,2,0,1
25,95142,MORTGAGE,9.0,EDUCATION,A,5000,5.42,0.05,N,2,0,1
23,62000,RENT,0.0,EDUCATION,C,10000,13.47,0.16,N,3,0,1
24,90000,RENT,3.0,VENTURE,B,12000,12.53,0.13,N,3,0,1
22,80000,RENT,3.0,PERSONAL,B,9000,10.37,0.11,N,2,0,1
23,65000,RENT,7.0,EDUCATION,A,2000,5.42,0.03,N,3,0,1
36,49000,RENT,3.0,DEBTCONSOLIDATION,B,16000,10.37,0.33,N,14,1,1
36,85000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8500,5.42,0.1,N,15,0,1
22,96588,MORTGAGE,6.0,DEBTCONSOLIDATION,B,20000,10.95,0.21,N,2,0,1
23,81960,RENT,7.0,VENTURE,B,9600,10.62,0.12,N,3,0,1
22,35000,OWN,3.0,DEBTCONSOLIDATION,A,8500,6.92,0.23,N,2,0,1
21,110000,MORTGAGE,5.0,VENTURE,A,15000,6.03,0.13,N,2,0,1
24,45000,RENT,4.0,DEBTCONSOLIDATION,B,8000,10.37,0.18,N,3,0,1
23,24996,RENT,4.0,EDUCATION,B,6000,10.99,0.24,N,2,0,1
28,69996,RENT,12.0,HOMEIMPROVEMENT,A,25000,5.42,0.35,N,6,1,1
25,50000,RENT,0.0,VENTURE,C,12000,12.09,0.24,Y,2,0,1
28,50000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,9000,6.03,0.18,N,10,0,1
38,54000,RENT,2.0,PERSONAL,D,2000,15.62,0.04,Y,14,1,1
30,55000,RENT,4.0,VENTURE,B,4200,9.91,0.08,N,10,0,1
24,135000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,11.83,0.09,N,4,0,1
31,84000,RENT,1.0,MEDICAL,A,9000,6.54,0.11,N,5,0,1
53,60000,RENT,0.0,PERSONAL,D,5000,15.99,0.08,Y,28,1,1
24,45000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,7.88,0.18,N,2,0,1
27,80000,RENT,2.0,EDUCATION,B,25000,11.36,0.31,N,5,1,1
24,80000,RENT,6.0,EDUCATION,A,7000,6.54,0.09,N,4,0,1
24,57440,OWN,8.0,VENTURE,B,3000,11.49,0.05,N,4,0,1
22,96000,OWN,6.0,VENTURE,B,5000,9.91,0.05,N,3,0,1
23,75000,MORTGAGE,5.0,VENTURE,D,20000,14.96,0.27,Y,2,0,1
36,85000,RENT,2.0,PERSONAL,B,15000,12.42,0.18,N,15,0,1
26,31200,OWN,3.0,PERSONAL,B,3000,11.83,0.1,N,4,0,1
23,39000,OWN,5.0,VENTURE,A,9800,7.51,0.26,N,4,0,1
27,54000,MORTGAGE,11.0,MEDICAL,A,5000,5.42,0.09,N,8,0,1
24,30000,RENT,2.0,VENTURE,A,5000,7.9,0.17,N,3,0,1
23,50000,RENT,0.0,DEBTCONSOLIDATION,A,7200,7.29,0.14,N,3,0,1
24,50000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,10.99,0.3,N,3,0,1
32,55000,RENT,5.0,PERSONAL,C,8000,12.61,0.15,N,8,0,1
22,60000,RENT,6.0,VENTURE,A,24250,7.9,0.42,N,2,1,1
36,50000,RENT,3.0,EDUCATION,A,2500,6.92,0.05,N,11,0,1
29,85000,MORTGAGE,9.0,EDUCATION,C,20000,13.92,0.24,N,8,0,1
41,83000,MORTGAGE,18.0,EDUCATION,A,25000,7.9,0.3,N,11,1,1
31,51996,RENT,8.0,PERSONAL,B,2000,10.37,0.04,N,8,0,1
22,49000,MORTGAGE,2.0,PERSONAL,E,6400,15.68,0.13,N,2,1,1
24,30000,RENT,0.0,VENTURE,E,8500,19.29,0.29,Y,4,1,1
24,49600,MORTGAGE,8.0,MEDICAL,C,2400,13.35,0.05,N,2,0,1
24,50000,RENT,6.0,MEDICAL,C,7200,13.49,0.14,N,3,0,1
35,125000,OWN,10.0,MEDICAL,B,23500,11.48,0.19,N,10,0,1
